"QID","value"
"Q721957","14411"
"Q373976","152318"
"Q484779","15481"
"Q3101856","159436"
"Q4859247","160767"
"Q924039","167310"
"Q103157","167448"
"Q295207","172437"
"Q317574","174183"
"Q441578","181973"
"Q355153","182622"
"Q273215","183669"
"Q271146","192525"
"Q716029","195852"
"Q151284","203814"
"Q191966","206114"
"Q232376","208736"
"Q122614","212288"
"Q318750","2849588"
"Q433459","28940"
"Q40504","29569"
"Q3112833","31845"
"Q2903613","32200"
"Q319682","344576"
"Q313190","35467"
"Q350690","36017"
"Q316709","38367"
"Q232101","38460"
"Q318287","41601"
"Q333643","526101"
"Q329784","54787"
"Q1251090","56968"
"Q51511","59720"
"Q3303794","60273"
"Q332670","60585"
"Q2093541","60889"
"Q219546","62063"
"Q262735","62877"
"Q2063709","64803"
"Q71243","67232"
"Q308722","68106"
"Q555590","68467"
"Q229325","70443"
"Q446064","76289"
"Q104000","7670"
"Q271050","78127"
"Q318712","81294"
"Q531339","85651"
"Q329613","86367"
"Q725395","91013"
"Q1146217","107537"
"Q348649","11234156"
"Q346411","1126166"
"Q484523","112629"
"Q223281","114491"
"Q312073","11781"
"Q355125","1251130"
"Q357607","12741427"
"Q366956","134372"
"Q446715","134634"
"Q1461002","136137"
"Q170530","147780"
"Q359488","149911"
"Q259461","150651"
"Q336865","158196"
"Q342537","159359"
"Q349690","17262"
"Q208667","178731"
"Q299190","18284"
"Q299563","187723"
"Q589459","189181"
"Q233850","194063"
"Q53002","194455"
"Q1361541","201741"
"Q352730","206940"
"Q344758","211276"
"Q920584","22186"
"Q1337159","25938"
"Q2852823","26061"
"Q40162","28469"
"Q4759851","32518"
"Q230665","35311"
"Q3266002","46993"
"Q483325","47580"
"Q1395104","48372"
"Q443343","48543"
"Q355300","510373"
"Q450047","51983"
"Q357627","522022"
"Q119798","52476"
"Q361154","525377"
"Q101189","52885"
"Q342784","540723"
"Q2408623","54585"
"Q4746081","64349"
"Q342788","76275"
"Q446294","82253"
"Q93467","84846"
"Q19878742","85143"
"Q455330","85944"
"Q358990","88591|77794"
"Q956867","88961"
"Q342604","905336"
"Q287639","91409"
"Q541270","108004"
"Q164562","112180"
"Q7365062","113412"
"Q1744","119436"
"Q7148532","121447"
"Q257317","123691"
"Q6139065","124647"
"Q8312","130693"
"Q96210654","134657"
"Q4913093","139797"
"Q311716","140073"
"Q315083","153053"
"Q381285","161392"
"Q53050","165483"
"Q1040240","165826"
"Q19885335","167057"
"Q955183","168558"
"Q1388109","168605"
"Q382529","169598"
"Q201842","172849"
"Q180272","178480"
"Q255378","17988"
"Q382080","183311"
"Q969601","186739"
"Q739291","190486"
"Q179150","19070"
"Q373968","201943"
"Q442013","212675"
"Q232845","24890"
"Q235694","27531"
"Q2851005","28190"
"Q304828","28755"
"Q368913","30308"
"Q34975","348123"
"Q371786","3896356"
"Q1064691","44639"
"Q466063","45707"
"Q15719154","4607610"
"Q58839036","48436"
"Q809029","48669"
"Q204393","62126"
"Q51525","64057"
"Q541907","66191"
"Q537252","72176"
"Q248837","83586"
"Q4768435","84368"
"Q5789143","91519"
"Q4465","93243"
"Q166420","107751"
"Q268881","110740"
"Q271448","122968"
"Q5421985","169371"
"Q104061","25993"
"Q312081","26014"
"Q470134","27408"
"Q3298951","30220"
"Q401182","524022"
"Q18811091","54753"
"Q528428","59276"
"Q24699885","59629"
"Q5343066","68641"
"Q2181858","69673"
"Q710128","79067"
"Q18217401","87215"
"Q72869","109430"
"Q1270283","110472"
"Q430849","110985"
"Q276130","111675"
"Q438640","11346776"
"Q443672","1143917"
"Q220584","119463"
"Q445018","119969"
"Q241620","120184"
"Q275587","121107"
"Q439314","12725067"
"Q298908","127406"
"Q317026","133098"
"Q264713","140090"
"Q106482","141771"
"Q114063","144691"
"Q61747141","145732"
"Q436022","147701"
"Q2309487","149627"
"Q313789","152098"
"Q440841","152961"
"Q283123","156002"
"Q316647","156318"
"Q434272","1639091"
"Q435621","164664"
"Q435920","174308"
"Q432316","178341"
"Q18810221","186707"
"Q337260","198081"
"Q5733231","198780"
"Q7350620","198974"
"Q537747","201779"
"Q4703610","22167"
"Q312878","29486"
"Q55375","31543"
"Q435532","35147"
"Q141673","38309"
"Q1459583","38874"
"Q1334725","39431"
"Q3269591","522044"
"Q3035962","52954"
"Q1373859","54367"
"Q29329830","553546"
"Q447791","567081"
"Q436837","571786"
"Q24699948","58861"
"Q280978","59057"
"Q32439","6876"
"Q4863130","75169"
"Q315039","90587"
"Q2690525","104967"
"Q827411","107296"
"Q456850","11156739"
"Q193160","112142"
"Q7816569","112587"
"Q309160","11370"
"Q460522","11420330"
"Q91232071","120128"
"Q181819","121733"
"Q332530","126189"
"Q457089","12737089"
"Q462368","129956"
"Q5170567","137460"
"Q1386741","13846"
"Q736541","141909"
"Q459030","148592"
"Q454647","153232|10970"
"Q303","155137"
"Q455912","157424"
"Q2442047","160971"
"Q316446","163634"
"Q5271295","169612"
"Q449900","173627|59401"
"Q2076766","177757"
"Q464169","184409"
"Q546777","184488"
"Q468601","184636|0"
"Q314610","187078"
"Q449580","190874|0"
"Q714729","203179"
"Q1304481","207428"
"Q4538","208052"
"Q432366","26380"
"Q919192","29727"
"Q258479","32420"
"Q435434","37252"
"Q505831","38072"
"Q15458420","39062"
"Q460572","42209"
"Q255577","43927"
"Q555460","522032"
"Q455943","53993"
"Q450061","57242"
"Q353978","58055"
"Q16081965","58267"
"Q1290248","65571"
"Q207405","67248"
"Q115754","71763"
"Q116236","74139"
"Q461260","77932"
"Q457306","797124"
"Q269901","81004"
"Q3127832","83218"
"Q189554","84110"
"Q945494","86390"
"Q465134","87314"
"Q24699901","91118"
"Q228893","99323"
"Q286738","103485"
"Q24699954","103500"
"Q491264","108209|0"
"Q974932","110006"
"Q230131","110395"
"Q473189","111185"
"Q1273317","123072"
"Q76895","123980"
"Q1519936","124255"
"Q1962798","124318"
"Q531461","124399"
"Q20085296","124683"
"Q560552","125611"
"Q271885","148958"
"Q483507","1606821"
"Q5481259","167603"
"Q381944","167858"
"Q496207","175598"
"Q113328","179128"
"Q298658","181466"
"Q106685","200541"
"Q486103","20570"
"Q4934457","23134"
"Q240360","29932"
"Q319527","30505"
"Q296177","31188"
"Q287713","32754"
"Q485901","359949"
"Q395205","41407"
"Q1762240","516883"
"Q470260","54425"
"Q271469","544530"
"Q76478","54478"
"Q310389","57695"
"Q235972","59286"
"Q486895","66738"
"Q5093560","68087"
"Q463944","69864"
"Q230929","71139"
"Q527306","72048"
"Q3514842","77022"
"Q234961","83672"
"Q270747","84779"
"Q3181788","90078"
"Q272952","90820"
"Q51577","92900"
"Q72717","99584"
"Q104146","101216"
"Q228852","118039"
"Q6862170","125638"
"Q507435","129187"
"Q504160","131725"
"Q503706","1322910"
"Q508329","133110"
"Q727086","142815"
"Q119935","142848"
"Q512435","1443918"
"Q955019","15612"
"Q2632767","158088"
"Q516073","188343"
"Q24699891","20225"
"Q104514","22775"
"Q468811","22874"
"Q181425","33886"
"Q509900","341612"
"Q2552902","38081"
"Q223992","40818"
"Q41233","43551"
"Q1354328","45633"
"Q504455","509170"
"Q486408","51846"
"Q657354","521379"
"Q181799","53217"
"Q3752072","57208"
"Q232304","61152"
"Q4802805","65064"
"Q270664","68267"
"Q18205467","71557"
"Q499644","72388"
"Q508182","74023"
"Q14747","74752"
"Q504191","76163|152672"
"Q314831","76929"
"Q462327","83765"
"Q69568411","956668"
"Q103949","99741"
"Q2865177","103910"
"Q260318","112460"
"Q505141","115552"
"Q15528164","125346"
"Q189067","131459"
"Q532283","134312"
"Q545846","143843"
"Q525318","147888"
"Q525065","164870"
"Q353101","176481"
"Q1894037","18297"
"Q523144","189895"
"Q274036","211149"
"Q1970649","24940"
"Q51488","30490"
"Q170587","336782"
"Q939395","513684"
"Q543814","519651"
"Q1443641","552109"
"Q346595","64875"
"Q528132","661371"
"Q538824","74118"
"Q530627","80474"
"Q125106","83266"
"Q527890","87895"
"Q3162190","88409"
"Q534995","88410"
"Q538578","90239"
"Q940924","94701"
"Q436638","96027"
"Q55428","96907"
"Q1967262","98618"
"Q16349","100162"
"Q70463579","109781"
"Q550395","109886"
"Q106627","114693"
"Q228904","126855"
"Q444990","129085"
"Q562852","1302692"
"Q561401","132140"
"Q53026","133985"
"Q3116109","141569"
"Q561396","145188"
"Q550059","1520835"
"Q18994","157225"
"Q59215","158992"
"Q232876","161821"
"Q31225","163444"
"Q41449","175008"
"Q63862927","19311"
"Q314834","197715"
"Q7329812","202026"
"Q235189","207912"
"Q5648201","37524"
"Q2033544","39541"
"Q22986216","42899"
"Q271890","54458"
"Q537931","556409"
"Q773066","65371"
"Q927107","65520"
"Q230214","66161"
"Q949296","77488"
"Q202381","78536"
"Q53103828","82977"
"Q106027152","89022"
"Q561809","90880"
"Q2857318","92558"
"Q471309","93681"
"Q560865","96148|13705"
"Q310283","110482"
"Q1545340","112147"
"Q346508","112581"
"Q574529","115947"
"Q439457","137633"
"Q577687","146005"
"Q3568320","163044"
"Q19665274","172284"
"Q82110","173300"
"Q374167","197354"
"Q84489","204359"
"Q3966496","206899"
"Q1382576","42419"
"Q598238","516639"
"Q6297107","54481"
"Q721662","553770"
"Q220918","58414"
"Q850385","63752"
"Q535507","64866"
"Q7148249","68869"
"Q48410","70306"
"Q233862","76697"
"Q359251","85600"
"Q156178","89646"
"Q951493","94366"
"Q191132","99996"
"Q2514766","1153637"
"Q180962","119948"
"Q360002","1615231"
"Q217033","167425"
"Q238547","169593"
"Q249865","170548"
"Q703727","171384"
"Q611266","189509"
"Q233502","189651"
"Q4768853","194190"
"Q343059","209704"
"Q1181038","26209"
"Q192812","33941"
"Q2757658","42134"
"Q175535","43688"
"Q508428","54374"
"Q613921","547089"
"Q375152","556862"
"Q603952","556862"
"Q608974","562672"
"Q193338","56651"
"Q262608","61080"
"Q93188","63336"
"Q827379","73883"
"Q432940","8747"
"Q606929","890960"
"Q630293","99072"
"Q2449654","1065520"
"Q912547","112707"
"Q436784","126737"
"Q165828","127142"
"Q2975569","137978"
"Q228862","144508"
"Q55421","146184"
"Q4954231","170527"
"Q3556073","189880"
"Q253308","19245"
"Q1982288","21148"
"Q272019","32871"
"Q702326","339130"
"Q40475","40864"
"Q320052","43029"
"Q718343","43951"
"Q743056","44133"
"Q810020","47157"
"Q223687","514940"
"Q258612","60009"
"Q454200","72162"
"Q103894","77977"
"Q640093","79323"
"Q243430","86524"
"Q159577","95131"
"Q238895","96314"
"Q779875","1038980"
"Q489","119799"
"Q439095","125489"
"Q5297673","127791"
"Q316627","130630"
"Q64172378","132955"
"Q274411","133711"
"Q235918","142087"
"Q298905","15139"
"Q204586","154405"
"Q43416","159366"
"Q3076237","170252"
"Q18206599","180453"
"Q317567","181019"
"Q320204","188686"
"Q254462","21363"
"Q684569","349295"
"Q313755","37921"
"Q312258","48551"
"Q312380","55537"
"Q268110","65021"
"Q772581","68448"
"Q1331953","79090"
"Q469866","81443"
"Q1390451","87402"
"Q508282","102095"
"Q173585","108398"
"Q238383","108418"
"Q685861","11164120"
"Q18715981","114499"
"Q240238","116687"
"Q170510","127892"
"Q345468","133208"
"Q171363","136201"
"Q502314","14817"
"Q711415","165622"
"Q705522","169356|194545"
"Q153018","171336"
"Q513362","17173"
"Q1117163","171965"
"Q6145378","204886"
"Q310524","23288"
"Q728050","24024"
"Q7964422","25395"
"Q350472","28246"
"Q1393256","29842"
"Q296537","34813"
"Q1029467","35212"
"Q342612","37660"
"Q65588584","521974"
"Q42229","70912"
"Q85474","77497"
"Q213302","83330"
"Q1354144","92102"
"Q345517","109743"
"Q4960","110968"
"Q129429","111615"
"Q728797","11257378"
"Q19605402","114658"
"Q714661","116849"
"Q230126","120556"
"Q713820","12817163"
"Q257427","130504"
"Q296028","133675"
"Q57316","1393386"
"Q719250","1507176"
"Q722418","151392"
"Q50385103","15895"
"Q313588","159194"
"Q723067","1616467"
"Q2330114","175421"
"Q191064","195724"
"Q55432","208846"
"Q34012","21204"
"Q516690","27395"
"Q1397312","28778"
"Q229728","346335"
"Q750768","39266"
"Q310012","517949"
"Q721195","535666"
"Q2485621","5378"
"Q294185","5931"
"Q365474","60199"
"Q718338","61196"
"Q3357651","68867"
"Q436260","69910"
"Q237239","81391"
"Q42786","85047"
"Q1361382","90458"
"Q728867","93141|62796"
"Q20811104","99793"
"Q13420678","99861"
"Q695676","109603"
"Q55469","124534"
"Q1294814","125339"
"Q2599","126288"
"Q333595","134155"
"Q5567915","137660"
"Q739937","156572"
"Q761697","170737"
"Q56005","173087"
"Q747522","175172"
"Q40912","178264"
"Q266425","180392"
"Q744381","194931"
"Q55411","204209"
"Q195371","28230"
"Q711129","338967"
"Q165219","52734"
"Q229197","55722"
"Q1933698","558447"
"Q213257","569242"
"Q945227","677399"
"Q55452","69130"
"Q2865156","89452"
"Q269505","102285"
"Q963593","11095"
"Q2883905","12582"
"Q775080","12757984"
"Q287977","154687"
"Q167023","159908"
"Q83812","163201"
"Q1934890","165175"
"Q60858","178564"
"Q1384227","188160"
"Q457269","209007"
"Q205435","211954"
"Q241222","29241"
"Q36970","31888"
"Q166272","339400"
"Q160432","343335"
"Q313279","38360"
"Q450382","48955"
"Q204672","49154"
"Q311752","59778"
"Q446481","61640"
"Q207592","105655"
"Q233009","107841"
"Q836732","11157054"
"Q4689","116453"
"Q1393963","117754"
"Q543761","119968"
"Q106919","120961"
"Q51583","121045"
"Q284944","123620"
"Q718200","139208"
"Q4027099","146685"
"Q41042","152793"
"Q47284","163916"
"Q498019","177873"
"Q320093","178773"
"Q241879","179033"
"Q40096","180170"
"Q212026","181221"
"Q447584","195136"
"Q1337925","36396"
"Q2316737","44211"
"Q174908","523895"
"Q212173","55498"
"Q192912","66639"
"Q79044","88544"
"Q449020","93559"
"Q164173","95825"
"Q2005146","95920"
"Q259913","96797"
"Q72596595","99086"
"Q862160","1000577"
"Q13415421","108358"
"Q261997","129965"
"Q847133","1468066"
"Q446158","167398"
"Q19881691","201017"
"Q957754","204710"
"Q4690","209963"
"Q106418","48597"
"Q233536","527776"
"Q19282115","65037"
"Q1835663","74230"
"Q188459","83116"
"Q3046369","8756"
"Q269585","106735"
"Q902365","1138469"
"Q28941","115134"
"Q1351476","129937"
"Q51535","132580"
"Q493340","132935"
"Q80405","134731"
"Q23301","13670"
"Q261639","151508"
"Q203840","165789"
"Q231595","177223"
"Q4459751","188594"
"Q133730","199921"
"Q6829704","44126"
"Q53004","46765"
"Q265391","47428"
"Q216936","521224"
"Q532180","82870"
"Q454861","100398"
"Q3677314","110863"
"Q7343994","111101"
"Q435826","14161"
"Q3453946","143305"
"Q703484","143506"
"Q917581","1437344"
"Q446120","155278"
"Q725399","160424"
"Q90634","181911"
"Q311453","182083"
"Q441985","182307"
"Q102462","184696"
"Q929985","193879"
"Q271848","197500"
"Q924621","207831"
"Q202765","207927"
"Q436704","28628"
"Q554301","31476"
"Q181786","37314"
"Q310367","41818"
"Q359325","42438"
"Q351479","43596"
"Q239691","48735"
"Q44380","50053"
"Q928366","517485"
"Q280455","57345"
"Q672242","65488"
"Q353117","71566"
"Q918616","76972"
"Q713301","84159"
"Q39972","109551"
"Q104340","115143"
"Q2071","118023"
"Q706165","123050"
"Q188955","126510"
"Q360674","130646"
"Q1210022","134650"
"Q237221","140578"
"Q16345","141401"
"Q91647606","150153"
"Q55234","154725"
"Q1361039","158231"
"Q498263","166833"
"Q295855","170482"
"Q355344","172376"
"Q727015","184111"
"Q360477","203957"
"Q708140","211024"
"Q76364","212676"
"Q449561","22939"
"Q2412586","26208"
"Q242656","29734"
"Q6513218","31739"
"Q162578","37516"
"Q238032","40635"
"Q104372","45686"
"Q898134","46921"
"Q72233390","527160"
"Q2322261","777519"
"Q2263","80532"
"Q946315","89368|0"
"Q1606917","93686"
"Q728158","97340"
"Q129629","1138704"
"Q981690","11410399"
"Q978784","1183636"
"Q1283031","127664"
"Q2499406","152501"
"Q388378","154828"
"Q287793","159766"
"Q893766","168322"
"Q11338","176714"
"Q2713545","179736"
"Q979428","1810|118335"
"Q546204","186418"
"Q295847","31731"
"Q126599","367021"
"Q3831536","54359"
"Q19878028","55410"
"Q281249","568771"
"Q456668","59060"
"Q19155","63585"
"Q533866","75141"
"Q242373","76320"
"Q731111","78068"
"Q518179","90771"
"Q535026","94010"
"Q230218","96689"
"Q13605911","98499"
"Q2350830","145000"
"Q434941","15321"
"Q463272","162331"
"Q934722","167041"
"Q238081","195499"
"Q363271","202068"
"Q298777","211049"
"Q17887","35340"
"Q329734","52566"
"Q471281","54341"
"Q1341671","665560"
"Q181887","81992"
"Q6525454","101707"
"Q84232","107416"
"Q2419093","176213"
"Q228891","180187"
"Q4636","185903"
"Q3175094","201120"
"Q230736","211406"
"Q491775","211801"
"Q292693","32108"
"Q1074866","35298"
"Q108560","3893987"
"Q307882","45263"
"Q314403","521578"
"Q1045635","676251|0"
"Q208214","80078"
"Q180560","87598"
"Q269106","111056"
"Q269357","116484"
"Q94327035","1206041"
"Q1231608","138562"
"Q20178","150906"
"Q441913","159971"
"Q230615","167653"
"Q1231447","171229"
"Q229050","181769"
"Q218532","28041"
"Q181413","34059"
"Q1068182","343070"
"Q329798","40049"
"Q56014","41936"
"Q193070","50575"
"Q78505","116448"
"Q232292","128808"
"Q14441","132579"
"Q2958529","13797"
"Q253536","154566"
"Q232333","16780"
"Q695190","181122"
"Q1111542","209271"
"Q2057633","53176"
"Q53018","61191"
"Q928666","61522"
"Q55258","65633"
"Q1819392","102633"
"Q1772281","1189892"
"Q7045526","152967"
"Q294583","175941"
"Q358322","177271"
"Q1609199","185515"
"Q187038","29484"
"Q314424","344080"
"Q554430","34625"
"Q40067","34827"
"Q318412","51932"
"Q5496711","61556"
"Q62503","62957"
"Q3116367","69452"
"Q315734","89438"
"Q946909","129322"
"Q1155256","1497831"
"Q1189681","162176"
"Q242735","186009"
"Q80938","193826"
"Q1370307","201621"
"Q934087","30764"
"Q238327","33514"
"Q11975","367065"
"Q269214","516793"
"Q116983","51692"
"Q913872","63584"
"Q471957","98202"
"Q710862","100003"
"Q181900","111143"
"Q295093","111739"
"Q181678","117623"
"Q215478","120355"
"Q1365463","133639"
"Q235460","138581"
"Q3061390","197363"
"Q317110","199602"
"Q3062957","207090"
"Q4711522","213039"
"Q296698","39706"
"Q48987","48486"
"Q442549","52935"
"Q202725","60056"
"Q312098","61175"
"Q263022","74561"
"Q6779204","807489"
"Q269202","115385"
"Q1273317","123072|70055"
"Q3308371","127525"
"Q1209753","131791"
"Q730270","153789"
"Q234679","157565"
"Q1858461","157995"
"Q442956","159026"
"Q363518","169625"
"Q953504","174617"
"Q275324","176296"
"Q2898617","177266"
"Q6707971","200363"
"Q16090451","202195"
"Q1086603","37876"
"Q1239152","65086"
"Q233546","71571"
"Q349166","95600"
"Q891104","100067"
"Q3442671","109940"
"Q232245","125682"
"Q159347","128731"
"Q236711","130517"
"Q609860","186027"
"Q43883","192400"
"Q1367973","203146"
"Q272773","338733"
"Q271471","348616"
"Q3019260","350895"
"Q231249","352794"
"Q1290421","357107"
"Q32522","358262"
"Q212518","48530"
"Q3037999","50149"
"Q230390","56638"
"Q51144069","57448"
"Q312077","84864"
"Q34389","89490"
"Q189081","90443"
"Q928460","91805"
"Q239301","108396"
"Q206890","136454"
"Q1351583","154301|48216"
"Q18810908","17124"
"Q125017","191861"
"Q211553","202477"
"Q1072969","207187"
"Q121507","363517"
"Q178010","38974"
"Q1346651","74077"
"Q3020678","117577"
"Q1365438","120807|0"
"Q1374412","121459"
"Q209186","124243"
"Q271865","134858"
"Q16091325","1443089"
"Q953520","167252"
"Q189400","176362"
"Q53041","213098"
"Q35064","342269"
"Q365141","45916"
"Q234360","47443"
"Q784641","50142"
"Q1101927","51837"
"Q1001214","55515"
"Q96247338","76973"
"Q1375195","78909"
"Q2342548","79689"
"Q104791","81668"
"Q2388148","853159"
"Q19874218","86774"
"Q6166571","895318"
"Q1955143","927500"
"Q173158","102523"
"Q620799","112574"
"Q1384550","123063"
"Q979778","124552"
"Q1398387","1279475"
"Q241701","131714"
"Q3560683","142939"
"Q271852","149266"
"Q259474","183008"
"Q438472","190595"
"Q244234","195266"
"Q1393843","209367"
"Q2895601","209640"
"Q366563","34862"
"Q2617640","82667"
"Q94081","88779"
"Q1703212","98483"
"Q15402259","102461"
"Q43142434","108182"
"Q267217","114229"
"Q327493","117105"
"Q366910","134499"
"Q231391","150974"
"Q295257","152126"
"Q190994","181446"
"Q40026","182828"
"Q344576","207772"
"Q356303","23005"
"Q102813","24425"
"Q672357","351054"
"Q3307155","49389"
"Q3815454","56091"
"Q576436","565842"
"Q5238449","77364"
"Q102711","88906"
"Q454238","99544"
"Q897332","100105"
"Q182057","117473"
"Q1161698","124384"
"Q1350663","137654"
"Q199327","142052"
"Q37876","154372"
"Q156552","158999"
"Q2832466","160462"
"Q1929416","179295"
"Q16186649","55535"
"Q315484","594781"
"Q26213637","75579"
"Q316051","79778"
"Q16017438","94533"
"Q1356427","111471"
"Q1558999","1125219"
"Q3038280","118607"
"Q235211","124274"
"Q310170","125593"
"Q233466","136463"
"Q19600406","1563259"
"Q287451","162255"
"Q199945","177694"
"Q1424403","189405"
"Q254022","342823"
"Q433368","41456"
"Q51491","42547"
"Q453683","54970"
"Q1680523","80315"
"Q999332","84891"
"Q162621","91273"
"Q1571281","10880|65200"
"Q296524","116814"
"Q716310","118975"
"Q436829","137033"
"Q1332362","142604"
"Q311769","155457"
"Q192217","171912"
"Q10314171","173020"
"Q291438","179884"
"Q299194","181189"
"Q318267","185181"
"Q277895","190814"
"Q209094","194972"
"Q201034","195162"
"Q469164","212131"
"Q229237","343613"
"Q215757","367547"
"Q28493","61627"
"Q1282344","62762"
"Q435040","80299"
"Q182408","93138"
"Q77566","103296"
"Q1626837","11328261"
"Q285928","131574"
"Q4870087","135018"
"Q235388","1362055"
"Q234083","157591"
"Q3311894","175279"
"Q182148","189554"
"Q55420","212767"
"Q1638889","363480"
"Q134895","516364"
"Q240250","53331"
"Q7343666","53733"
"Q963028","53750"
"Q200228","86373"
"Q352948","96100"
"Q102974450","1056222"
"Q1351715","109558"
"Q528126","115021"
"Q714261","11517343"
"Q965482","123642"
"Q2691756","152368"
"Q2318968","176211"
"Q367905","189920"
"Q129079","198233"
"Q297384","21985"
"Q115541","362216"
"Q255651","43600"
"Q106529","48245"
"Q270097","510695"
"Q597166","94387"
"Q312902","108344"
"Q55392","120440"
"Q229276","143374"
"Q18627269","146022"
"Q342252","157974"
"Q2440561","1619762"
"Q207852","176951"
"Q320259","37970"
"Q367155","64184"
"Q4685076","79389"
"Q466508","35764"
"Q181229","12018"
"Q6762251","125930"
"Q716651","129469"
"Q380685","153101"
"Q285431","15580"
"Q503480","160670"
"Q106035","169381"
"Q18150832","194067"
"Q235391","198176"
"Q314067","210550"
"Q2907839","520918"
"Q230308","520927"
"Q3968233","61613"
"Q640001","76310"
"Q344750","78500"
"Q7509172","101708"
"Q439174","140094"
"Q152555","197824"
"Q95008","29335"
"Q20065149","33112"
"Q235415","348721"
"Q134077","351691"
"Q260969","44513"
"Q313545","48665"
"Q1778472","515156"
"Q724172","563871"
"Q552026","679372"
"Q106706","72892"
"Q13560271","748474"
"Q59314","74987"
"Q556343","76086"
"Q2703350","78238"
"Q184378","90260"
"Q528663","92599"
"Q1720117","108184"
"Q55260","110457"
"Q642876","138560"
"Q518244","1505162"
"Q1209782","161192"
"Q233854","167490"
"Q228699","189259"
"Q2526764","208024"
"Q359311","211998"
"Q313470","341843"
"Q713672","49699"
"Q1811812","523110"
"Q13449900","528876"
"Q16212784","65579"
"Q235302","98252"
"Q102660","1116938"
"Q94992","120301"
"Q6250029","138233"
"Q263696","160596"
"Q707999","171418"
"Q1277029","178763"
"Q7482626","192300"
"Q457165","192516"
"Q351156","204444"
"Q204685","70965"
"Q3016561","86038"
"Q6490191","872980"
"Q1700513","89941"
"Q190519","90338"
"Q6387147","986679"
"Q2092903","99957"
"Q1545","109411"
"Q49017","109523"
"Q3016398","111420"
"Q7357169","1116731"
"Q380054","123998"
"Q725686","136102"
"Q6539778","159043"
"Q53037","172798"
"Q105095619","172907"
"Q24262096","191931"
"Q381934","194440"
"Q5479879","211027"
"Q337557","354746"
"Q234149","44418"
"Q223091","88215"
"Q432731","101549"
"Q18151635","112107"
"Q1966992","1297391"
"Q3037067","130247"
"Q1189988","156260"
"Q3942185","165183"
"Q450852","165841"
"Q976176","166772"
"Q953627","167891"
"Q315099","170209"
"Q383420","196161"
"Q149507","198678"
"Q202878","204532"
"Q240193","205675"
"Q4679979","206450"
"Q314882","211424"
"Q24699898","31366"
"Q234466","519708"
"Q250545","522071"
"Q1958241","885603"
"Q592174","88857"
"Q336424","92929"
"Q37944","11298119"
"Q6688544","135692"
"Q184103","160954"
"Q507640","184359"
"Q238036","186698"
"Q418424","188709"
"Q2001604","202947"
"Q2026055","3686896"
"Q1344213","44085"
"Q253873","517559"
"Q429595","730391"
"Q924567","89571"
"Q3470501","92384"
"Q64374490","104968"
"Q62845","105171"
"Q145464","107538"
"Q10861544","1112469"
"Q71142744","120374"
"Q454156","125430"
"Q2590930","170242"
"Q296577","203941"
"Q2040384","24341|0"
"Q1973922","43986"
"Q705408","46663"
"Q313047","56910"
"Q176455","76877"
"Q484615","82997"
"Q6701","992913"
"Q555236","103772"
"Q18205964","104333"
"Q270038","121102"
"Q213287","124790"
"Q231438","130653"
"Q296370","136159"
"Q380113","1412564"
"Q439754","147845"
"Q4109","163587"
"Q5672034","165444"
"Q55249","167443"
"Q18217223","170076"
"Q289055","177682"
"Q269673","352163"
"Q185122","367862"
"Q539703","556822"
"Q5919184","768846"
"Q1421566","89935"
"Q255070","108140"
"Q12407176","1085854"
"Q707064","132768"
"Q324753","1336523"
"Q237399","147674"
"Q106514","152018"
"Q50764","164310"
"Q448606","168696"
"Q234220","169224"
"Q325832","198883"
"Q189226","2850403"
"Q3242203","338875"
"Q722842","351585"
"Q4612","50375"
"Q24302084","511729"
"Q72613085","531165"
"Q945904","71851"
"Q701141","807045"
"Q272349","82942"
"Q242477","88862"
"Q19794","891938"
"Q2160202","900803"
"Q37459","101739"
"Q323452","110824"
"Q722362","1111684"
"Q276191","116277"
"Q2221467","128683"
"Q50309129","1391584"
"Q272929","143222"
"Q237244","144487"
"Q3568884","152007"
"Q274222","173437"
"Q44473","178182"
"Q707446","182298"
"Q259581","184171"
"Q3236787","52173"
"Q214677","57813"
"Q1350683","67667"
"Q150943","78733"
"Q203219","98720"
"Q167636","1100866"
"Q461742","115347"
"Q96246612","117142"
"Q228611","130075"
"Q235555","130761"
"Q8004834","137769"
"Q272923","143561"
"Q232047","150451"
"Q353019","162620"
"Q232786","1633811"
"Q316165","187357"
"Q3560782","190786"
"Q381831","204821"
"Q156796","206804"
"Q234297","349272"
"Q191842","362678"
"Q16090591","37131"
"Q184885","562058"
"Q215523","860786"
"Q6244433","86229"
"Q184903","89783"
"Q1747539","100866"
"Q63689","101195"
"Q2913266","112338"
"Q465709","132424"
"Q572004","149945"
"Q219640","155292"
"Q240677","158505"
"Q364017","161397"
"Q95048","162649"
"Q180710","179490"
"Q185051","200775"
"Q432739","370058"
"Q231911","509862"
"Q353501","510045"
"Q598675","510341"
"Q2296698","542960"
"Q391974","545601"
"Q235632","63409"
"Q229766","651718"
"Q1888272","98727"
"Q8006","106389"
"Q325520","122550"
"Q15885146","1257903"
"Q3776427","1350680"
"Q164117","136931"
"Q311303","148264"
"Q445337","152657"
"Q18217905","127859"
"Q259434","131564"
"Q312290","142769"
"Q2850589","156377"
"Q191716","163662"
"Q228928","168455"
"Q233313","180072"
"Q359446","192986"
"Q229545","203892"
"Q465139","343501"
"Q437944","354877"
"Q234875","47444"
"Q137489","77937"
"Q458766","91467"
