"QID","value"
"Q96985086",70128947
"Q96985093",70204282
"Q96985121",70206825
"Q96985158",70259169
"Q97160015",81287844
"Q785555",649580
"Q2364439",70000266
"Q97240779",81285889
"Q97309137",81285891
"Q18914957",70273216
"Q18914855",80037110
"Q1633832",959850
"Q19060932",80036662
"Q19263611",80028732
"Q19227508",80106784
"Q742080",1181149
"Q19363582",80075663
"Q19365666",80105969
"Q19363582",80139525
"Q19311812",80141337
"Q19368695",80186386
"Q19516225",80093126
"Q19427414",80113787
"Q19473364",80134330
"Q19571141",23999443
"Q19627585",80048977
"Q19627512",80116920
"Q19627523",80228321
"Q19726880",80037761
"Q759225",60023630
"Q3281576",60026500
"Q162518",606619
"Q19865426",70291094
"Q19864276",80014385
"Q19798701",80025601
"Q19818405",80031668
"Q19816596",80049095
"Q19824788",80059003
"Q19867843",80059432
"Q19824614",80060036
"Q19875190",80065385
"Q19801744",80068051
"Q19824585",80080159
"Q19871077",80088197
"Q19874547",80100648
"Q45386",639521
"Q19891224",80017218
"Q19881783",80039813
"Q19892219",80058249
"Q19961277",80063586
"Q19880691",80082849
"Q19899057",80118002
"Q19881018",80175279
"Q19899251",80187323
"Q1275068",1007457
"Q670378",425166
"Q20025872",70094283
"Q20058570",80035561
"Q20002304",80087547
"Q20026841",80108518
"Q20026847",80108616
"Q20058718",80118036
"Q1356753",994592
"Q1193581",328131
"Q20155790",80993490
"Q20473771",80134501
"Q20639715",70122916
"Q20641909",80062096
"Q20649701",80063265
"Q20650048",80135711
"Q20640556",80161335
"Q20649371",80163263
"Q20668366",80005799
"Q20725954",80107413
"Q20715671",80159955
"Q164770",70183032
"Q25043",771476
"Q20751333",80079470
"Q20751326",80081368
"Q20814850",80099975
"Q20814663",80176260
"Q20762680",80192646
"Q65210640",81362582
"Q910900",1107395
"Q1879989",70000357
"Q20820889",80118158
"Q20817284",80187438
"Q660950",319022
"Q20856835",80188902
"Q214801",11819086
"Q747877",382722
"Q20949950",80020970
"Q20992329",80079365
"Q20949818",80084157
"Q20970348",80085388
"Q20921603",80106180
"Q20967583",80159711
"Q21009990",80085300
"Q21008333",80133335
"Q21010846",81172895
"Q21198211",80102579
"Q21168538",80106762
"Q2719033",380852
"Q3829988",60022609
"Q21279068",81145261
"Q21264925",81386166
"Q739806",1171806
"Q624609",263322
"Q910523",60020658
"Q66812872",81040639
"Q737109",1074742
"Q66828813",80216928
"Q66826494",81231947
"Q291170",1180077
"Q913620",506464
"Q118375",525209
"Q261923",539433
"Q67012759",80218107
"Q66968640",81075461
"Q1759361",600499
"Q1037371",608729
"Q2979363",70177447
"Q861686",70177815
"Q2996346",70177825
"Q5681083",70177833
"Q3444431",70177899
"Q5281321",70177967
"Q42600331",70178005
"Q7759503",70178115
"Q830295",70178619
"Q67085362",81040953
"Q1475611",1178837
"Q67383168",70024259
"Q1213625",729706
"Q3284333",1179987
"Q67521330",80217779
"Q1132629",804679
"Q503338",839697
"Q464716",854933
"Q497622",864808
"Q1030652",907581
"Q3958739",952575
"Q1049906",962063
"Q1419980",973508
"Q68210731",80220679
"Q2302213",1012340
"Q68283959",81313504
"Q1193098",1038510
"Q458033",1042576
"Q1621174",766458
"Q68588829",80020556
"Q621159",60032865
"Q69446108",80209609
"Q69990105",70108425
"Q70206847",81021976
"Q70206991",81094801
"Q1783771",796751
"Q428668",60032815
"Q120798885",81439780
"Q110243563",81441828
"Q937087",454552
"Q125058",584120
"Q3488756",5670361
"Q475559",7773596
"Q3278995",7774426
"Q1656834",7774485
"Q168010",8186915
"Q72733697",81017316
"Q1150623",389180
"Q1304555",495660
"Q72992509",81399204
"Q73025844",80186796
"Q73023747",81132444
"Q2542242",912582
"Q3362714",70037250
"Q76881078",80999069
"Q77864703",81206010
"Q77855142",81208888
"Q77903041",80990725
"Q77950564",81152641
"Q77955712",81161538
"Q78051864",81220429
"Q78131493",80245262
"Q78191654",80244683
"Q78190380",80995081
"Q78730189",81259473
"Q78990311",81211878
"Q79212167",81128745
"Q499656",17236680
"Q1703467",18966721
"Q1198794",17369951
"Q79997476",81177545
"Q79997173",81243996
"Q79997161",81287006
"Q79997078",81368054
"Q619374",16914901
"Q80177730",81079914
"Q3292215",17457857
"Q624722",18104589
"Q1574222",17687959
"Q645597",659880
"Q652304",60023366
"Q1592282",60026154
"Q971865",60028994
"Q2055585",17968001
"Q525128",17985414
"Q81568276",80244681
"Q55540000",81203251
"Q81565225",81203251
"Q97185556",81346818
"Q97194459",81357286
"Q97232493",81361118
"Q97275794",81648250
"Q97495321",81002464
"Q97487243",81212831
"Q97495364",81269716
"Q97671423",80991848
"Q97855091",81271525
"Q1021977",791031
"Q98057531",80231433
"Q98114010",81013210
"Q257515",860103
"Q1537562",863004
"Q98666411",81077851
"Q98688776",81128389
"Q98709285",81021356
"Q98708513",81292225
"Q98765397",81319496
"Q98794652",80224215
"Q98931239",81303906
"Q99191029",81254224
"Q99511567",80223040
"Q99504893",81012137
"Q99507704",81029777
"Q99511396",81043104
"Q99512537",81103512
"Q99509376",81142848
"Q99575024",70295560
"Q99527516",80999751
"Q99894779",81172909
"Q99982097",81158472
"Q100255139",81172899
"Q100166522",81245546
"Q100257862",81437348
"Q100683417",81402893
"Q100959378",81285390
"Q101046574",80173486
"Q1158741",1066571
"Q101157418",81061353
"Q101143622",81088157
"Q101083996",81098012
"Q101245428",80217229
"Q101219144",81318872
"Q101472447",81041495
"Q728618",928977
"Q1755324",582793
"Q495924",305147
"Q1760597",518031
"Q288425",611064
"Q39089665",668288
"Q798797",70141587
"Q250111",70302482
"Q102247319",81018057
"Q778201",749844
"Q102396443",81005127
"Q102438939",81075958
"Q102395995",81147160
"Q102411430",81319170
"Q1300420",856490
"Q1464059",884299
"Q646269",813749
"Q103822012",81564800
"Q103966752",80217136
"Q103925804",81021977
"Q103928994",81160045
"Q103926227",81342028
"Q208424",60026934
"Q104082429",80994082
"Q104013554",81332175
"Q104277167",81006953
"Q466186",506538
"Q2624961",60032980
"Q104609892",81294417
"Q47814191",80241248
"Q104626604",81074662
"Q104626509",81306298
"Q104762388",81221380
"Q104857399",80988518
"Q104847683",81059876
"Q104891260",81160697
"Q104857655",81273728
"Q104858101",81298677
"Q104903382",81572719
"Q195710",60020023
"Q38970",60020163
"Q1210771",60020210
"Q185507",60020236
"Q729991",60020297
"Q919563",60020424
"Q571758",60020466
"Q1740171",60020630
"Q2114182",60020758
"Q469624",60020783
"Q1463176",60020785
"Q1149368",60020787
"Q1051315",60020788
"Q936302",60020823
"Q1544448",60020977
"Q820447",60020978
"Q3824842",60021028
"Q2559937",60021128
"Q1140745",60021135
"Q1196706",60021240
"Q1174342",60021248
"Q1548969",60021644
"Q700370",60021706
"Q1201227",60021760
"Q498814",60021775
"Q1691477",60021789
"Q749191",60021808
"Q1544979",60021844
"Q3234280",60021960
"Q1605983",60021987
"Q723659",60021992
"Q1097616",60022034
"Q2088441",60022190
"Q884135",60022243
"Q968587",60022261
"Q641786",60022266
"Q543330",60022290
"Q426828",60022315
"Q492853",60022339
"Q1371008",60022341
"Q577991",60022479
"Q831476",60022494
"Q1198363",60022504
"Q1195524",60022506
"Q706367",60022602
"Q1196110",60022717
"Q746538",60022821
"Q11672714",60022834
"Q5488342",60022949
"Q582021",60022956
"Q1757754",60023005
"Q174460",60023161
"Q2296376",60023162
"Q554843",60023189
"Q1354255",60023229
"Q3243447",60023295
"Q281449",60023363
"Q1157372",60023373
"Q727895",60023409
"Q5215271",60023532
"Q176488",60023605
"Q768931",60023614
"Q668357",60023620
"Q1127828",60023737
"Q4446799",60023859
"Q2162104",60023890
"Q727160",60024043
"Q1311089",60024085
"Q1855034",60024189
"Q886185",60024210
"Q156539",60024212
"Q787091",60024221
"Q1334314",60024246
"Q929811",60024295
"Q689300",60024395
"Q782751",60024404
"Q2517492",60024446
"Q27536",60024469
"Q570609",60024516
"Q490229",60024650
"Q3180381",60024771
"Q3521375",60024806
"Q1812700",60024875
"Q749661",60024936
"Q9024546",60024986
"Q1989832",60025001
"Q485932",60025006
"Q157044",60025007
"Q1146246",60025022
"Q1536277",60025353
"Q1218897",60025359
"Q477365",60025363
"Q4292250",60025519
"Q930777",60025620
"Q313884",60026027
"Q113392",60026046
"Q1241684",60026054
"Q1742410",60026108
"Q860053",60026113
"Q940321",60026206
"Q241811",60026367
"Q151599",60026474
"Q1289245",60026568
"Q637835",60026610
"Q1781817",60026835
"Q1256231",60027202
"Q3489000",60027350
"Q530679",60027466
"Q472271",60027687
"Q1265087",60027716
"Q50937",60027738
"Q4443362",60027894
"Q1332246",60027950
"Q2414126",60027953
"Q348007",60027997
"Q1997533",60028119
"Q1458594",60031213
"Q997423",60031367
"Q1125262",725042
"Q744500",8178227
"Q311638",343044
"Q845077",425882
"Q497005",648133
"Q1537071",695077
"Q1373570",778600
"Q21405491",80092782
"Q21427355",80115405
"Q839042",808187
"Q21463147",80057250
"Q21450470",80100649
"Q21451640",80131552
"Q21553080",80047635
"Q21527480",80108180
"Q21528016",80118916
"Q21527653",80133356
"Q21527812",80156110
"Q331274",954632
"Q189054",287357
"Q243439",528677
"Q500044",682083
"Q21692491",80067618
"Q21646644",80074987
"Q21714762",80099972
"Q21680742",80106785
"Q21695930",80134443
"Q21709945",80176842
"Q832487",857579
"Q3382526",727757
"Q21755531",80090955
"Q21825447",80099087
"Q21780587",80117596
"Q21825325",80166189
"Q21824909",81012573
"Q36739",868398
"Q612373",518691
"Q944115",60023006
"Q553879",60023992
"Q105801",60026486
"Q21858374",80067436
"Q21866873",80097497
"Q21866835",80165099
"Q21935651",80170278
"Q587419",813874
"Q844382",8156933
"Q246240",620933
"Q22000483",80067832
"Q21998253",80115687
"Q22000554",81011711
"Q158559",60026332
"Q22039133",80085020
"Q22079425",80097525
"Q781870",413122
"Q22252143",80099305
"Q22248393",80104950
"Q107325",328942
"Q22350734",70297312
"Q22343553",80091803
"Q22350787",80107372
"Q22350722",80147760
"Q22384647",80144400
"Q1200869",1181396
"Q22497973",80127504
"Q22674113",80182553
"Q22665878",80186608
"Q81597",799164
"Q22833420",80103426
"Q22908828",80095900
"Q22909835",80100105
"Q22908690",80113701
"Q1587058",880723
"Q3183000",657102
"Q23013173",80177484
"Q590701",1051468
"Q930887",1151658
"Q751130",1152828
"Q23057933",80095699
"Q23068002",80201038
"Q1741078",887592
"Q165627",983454
"Q428158",1130238
"Q1141727",913354
"Q3209050",998234
"Q1548431",998686
"Q187414",1096341
"Q2471493",356068
"Q579359",418308
"Q657075",934280
"Q221982",1171815
"Q1325217",1181634
"Q2345399",1181669
"Q162225",1192866
"Q691838",449197
"Q1261193",462211
"Q156309",528009
"Q625780",897781
"Q3511835",1181977
"Q550012",60028184
"Q739754",60028383
"Q1937996",60028425
"Q785268",60028473
"Q369900",60028499
"Q387868",60028515
"Q140447",60028616
"Q1962727",60028690
"Q1412077",60028705
"Q313764",60028805
"Q1490693",60028832
"Q17062618",60028859
"Q951643",60028988
"Q46717",60029157
"Q1141912",60029208
"Q1140566",60029258
"Q1140559",60029260
"Q667733",60029263
"Q598633",60029360
"Q662838",60029361
"Q887192",60029365
"Q540125",60029371
"Q947617",60029387
"Q1626875",60029426
"Q2041865",60029591
"Q1293934",60029630
"Q975962",60029645
"Q842067",60029948
"Q6077331",60029959
"Q244929",60030205
"Q1051862",60030292
"Q939970",60030304
"Q491141",60030588
"Q845176",60030991
"Q1778567",60030996
"Q392441",60031282
"Q4353738",60031533
"Q2964510",60031994
"Q2010048",60032856
"Q1403510",60032921
"Q105079140",81047664
"Q105080380",81415286
"Q105226735",81280917
"Q105223344",81318842
"Q105304384",81112336
"Q379460",290158
"Q105394756",81139973
"Q105394790",81354556
"Q105438369",80994277
"Q1937392",497530
"Q105480282",81312799
"Q129074",328817
"Q1358271",60033293
"Q472215",685529
"Q105720882",81228331
"Q105695199",81387802
"Q105695139",81406333
"Q105811246",80994664
"Q105943258",81609084
"Q185248",445667
"Q106019215",81382296
"Q105986042",81444818
"Q106170847",81008142
"Q106114651",81330077
"Q106131160",81507860
"Q106401430",81503090
"Q106466324",81430282
"Q1137784",70101698
"Q25216504",80039422
"Q106548026",81054857
"Q106612619",81288437
"Q1193655",70200163
"Q106726945",81179841
"Q106874761",81028174
"Q106816815",81139775
"Q106831269",81411167
"Q106827342",81504699
"Q106902587",81036293
"Q106893226",81368109
"Q106893291",81393386
"Q1041618",351656
"Q1198059",1024973
"Q107133629",81193794
"Q3213013",948507
"Q2534007",407983
"Q107313407",80219054
"Q2341665",863659
"Q107639384",80217525
"Q107657456",80992607
"Q107638322",81464762
"Q1154108",70211040
"Q107773438",81150793
"Q151921",475745
"Q905932",333920
"Q108003048",81643821
"Q902821",60021721
"Q108061660",80997789
"Q108084983",81466861
"Q108101745",81478004
"Q108195926",81397545
"Q462406",459378
"Q6296468",70074101
"Q108303999",81095482
"Q629833",60027754
"Q108391203",81244694
"Q1770586",60033219
"Q1480747",60033314
"Q2296427",60033324
"Q324013",60033329
"Q931157",60033431
"Q108485801",81164276
"Q108486255",81263779
"Q108576420",81346326
"Q535505",60033221
"Q1813348",60033254
"Q750917",60033279
"Q581666",60033341
"Q1924207",60033576
"Q108685479",81067223
"Q1571786",738883
"Q108802359",81289069
"Q108766235",81306350
"Q108764447",81406219
"Q108882357",80210920
"Q108908654",81350337
"Q108911761",81475667
"Q108991129",81605075
"Q109116558",81329721
"Q109139756",81449754
"Q109219420",81239671
"Q109255476",81394939
"Q109258618",81507958
"Q109255232",81564749
"Q109260086",81594889
"Q102396788",81034679
"Q109767312",81034679
"Q109767798",81444051
"Q109932853",81394999
"Q109974913",81343009
"Q110263369",81146370
"Q110173645",81332722
"Q110192604",81414099
"Q110192408",81434660
"Q110303737",81029875
"Q110300658",81084829
"Q110323803",81181080
"Q110536072",81097362
"Q110529245",81226180
"Q110553089",81035249
"Q110627977",81568842
"Q110734526",81161575
"Q1659511",662463
"Q110778027",81311236
"Q110795162",81519575
"Q110877592",81275353
"Q1540359",692931
"Q110982644",80230619
"Q110986789",81073970
"Q110994664",81346325
"Q1493657",328880
"Q111106550",81092963
"Q111181376",81313581
"Q111265026",81207588
"Q111293909",81312828
"Q111203283",81484461
"Q126652",522715
"Q111329780",81180830
"Q111511124",80088681
"Q111433290",81018682
"Q111534245",81149112
"Q111648003",81225175
"Q581960",702881
"Q71978",60027708
"Q111915042",81399651
"Q111961959",81633699
"Q106469851",81058723
"Q107223391",81249156
"Q112123869",81338328
"Q112226601",81043665
"Q112154909",81241465
"Q112144141",81249731
"Q112133367",81498233
"Q112255950",81000068
"Q112334830",81493147
"Q3839228",60000915
"Q1216721",70103422
"Q112429851",81154669
"Q112431219",81287330
"Q112625827",81599853
"Q112845175",81259570
"Q112967953",81623074
"Q113043841",80229847
"Q113078367",81227574
"Q113186040",81412225
"Q113197148",81519223
"Q113258929",81127150
"Q623443",1181405
"Q113331358",81161828
"Q113343055",81203364
"Q113489475",81018205
"Q113489489",81026443
"Q113488508",81245455
"Q113585656",81635301
"Q113670169",81477746
"Q3908356",70080838
"Q1978802",791040
"Q114024542",81500430
"Q114065093",81200720
"Q114142833",81058695
"Q114247107",21929356
"Q114247107",81273453
"Q114356166",81616003
"Q114561390",81318108
"Q114555908",81471467
"Q114665393",80011358
"Q114739579",80108267
"Q114740274",80220531
"Q114700397",81589564
"Q114830722",81612982
"Q187999",8177623
"Q115472891",81577605
"Q115626948",81443737
"Q115617468",81631725
"Q115617564",81650467
"Q115959661",81648330
"Q7759030",60004256
"Q116009655",81587446
"Q116278218",80092835
"Q116278200",80134761
"Q116477771",81494917
"Q116461855",81520490
"Q500488",926526
"Q909149",928759
"Q1535980",953547
"Q3013",70136153
"Q2748",70197048
"Q662",81033445
"Q116555551",81344210
"Q8859",60032552
"Q3589",60037627
"Q4525",70142386
"Q4533",70172485
"Q23395",11819434
"Q18964",60002227
"Q18433",60004376
"Q18399",60011525
"Q24953",699257
"Q19994",70001650
"Q18441",70020838
"Q16458",70098330
"Q24520",70115426
"Q23733",70153373
"Q23594",70180387
"Q23823",70229286
"Q18790",80027563
"Q32228",60002724
"Q30931",60024927
"Q29327",60025064
"Q32463",70059051
"Q33189",70120622
"Q31791",70124965
"Q25994",70153686
"Q32450",70180057
"Q28214",70180183
"Q28219",80205232
"Q40182",20559051
"Q39722",60011326
"Q46551",70047095
"Q44935",70109141
"Q44396",70128994
"Q39999",731595
"Q56886",1182419
"Q60362",60023201
"Q53703",60028928
"Q54274",70058021
"Q59567",70101689
"Q56194",70136102
"Q55188",70137791
"Q64015",70181809
"Q62730",70189475
"Q60487",70206632
"Q53922",70210884
"Q63278",70212153
"Q59610",70241756
"Q59346",70266670
"Q1814939",461390
"Q1170179",60010595
"Q72909",60030998
"Q74568",70003874
"Q75546",70025663
"Q81037",70138795
"Q74643",70209632
"Q81044",70228098
"Q73279",70243679
"Q74535",70244439
"Q2565420",1110494
"Q2241601",488640
"Q1549966",497650
"Q84022",60000912
"Q102438",60004478
"Q102225",70021660
"Q93778",70042679
"Q82426",70281600
"Q22074948",80100906
"Q107724",1046268
"Q465009",437266
"Q1551034",505658
"Q110365",60002276
"Q110278",60021786
"Q105624",60022985
"Q110397",60029814
"Q117378",60031251
"Q109767",60036233
"Q116171",70070178
"Q115394",70111789
"Q121810",70125231
"Q108774",70158330
"Q115993",70224751
"Q108006",988423
"Q131864",60000901
"Q128518",60000929
"Q135491",60021857
"Q128855",60022635
"Q127665",60023738
"Q138718",60030024
"Q134008",70002096
"Q133484",70005138
"Q132266",70021643
"Q135399",70023123
"Q124701",70041775
"Q137109",70042694
"Q126637",70074303
"Q129082",70118017
"Q129085",70118019
"Q127267",70153552
"Q142695",70166258
"Q141557",70200457
"Q156401",60001287
"Q156394",60004020
"Q159690",60022939
"Q151695",60035827
"Q156608",60036239
"Q152090",60037341
"Q143276",70020122
"Q158473",70037553
"Q153882",70056425
"Q155485",70065106
"Q153723",70108777
"Q144929",70112461
"Q154935",70112492
"Q157879",70120139
"Q156911",70124578
"Q143276",70213065
"Q151788",80000591
"Q1250759",20078338
"Q177077",60023364
"Q174683",60024398
"Q165325",60031236
"Q165713",70003791
"Q175882",70033109
"Q167206",70035036
"Q169012",70038801
"Q171582",70038951
"Q178094",70041156
"Q165986",70045397
"Q171453",70058026
"Q177340",70084792
"Q175014",70086955
"Q164663",70097573
"Q161687",70099612
"Q174811",70103760
"Q164224",70110612
"Q174371",70141813
"Q171254",70143844
"Q171193",70228039
"Q172230",70245163
"Q186445",27828071
"Q186572",28630857
"Q181069",60001814
"Q185071",60004508
"Q185658",60010487
"Q193570",60010956
"Q190525",60020435
"Q179460",60025027
"Q180403",60031243
"Q182819",70024876
"Q181850",70044182
"Q180125",70050484
"Q182373",70084799
"Q186014",70106739
"Q187278",70116690
"Q185229",70142549
"Q192837",70202589
"Q208632",22692098
"Q202371",60001198
"Q205413",60002884
"Q207588",60010376
"Q202326",60011153
"Q196977",60011588
"Q213053",60011739
"Q1041689",60024994
"Q1057798",60026400
"Q1056903",60028296
"Q1045023",60029461
"Q1039395",70009980
"Q1049558",70031648
"Q1056328",70054372
"Q1059450",70127600
"Q1058226",70128365
"Q1057738",70129592
"Q1050528",70153860
"Q1056704",70166266
"Q1054393",70242536
"Q1039395",80039662
"Q1067502",60010226
"Q1077902",60010941
"Q1089904",60027941
"Q1070484",60035881
"Q1090711",70000639
"Q1086921",70027424
"Q1070919",70038834
"Q1079463",70046649
"Q1087741",70048295
"Q1090645",70052492
"Q1082924",70055587
"Q1091140",70059984
"Q1090970",70095131
"Q1085177",70107588
"Q1072666",70154638
"Q1080674",70209225
"Q1090566",70232006
"Q1121918",17517355
"Q1111228",387875
"Q1127424",5670513
"Q1114312",60000761
"Q1122534",60010661
"Q1127669",60010697
"Q1109750",60011766
"Q1111969",60022924
"Q1094118",60027598
"Q1107802",60031201
"Q1125384",60031260
"Q1126383",60034556
"Q1106851",60036643
"Q155018",70000552
"Q1107144",70001558
"Q1093707",70019017
"Q1123917",70038944
"Q1100979",70059226
"Q1115677",70059592
"Q1112469",70075470
"Q1101856",70095130
"Q1099448",70095926
"Q1123452",70110154
"Q1128756",70111503
"Q1095034",70204963
"Q1137856",1192307
"Q1129381",15867693
"Q1129778",60010310
"Q1143762",60011633
"Q1141504",60023681
"Q1131202",60026104
"Q1132912",60027493
"Q1144659",60027945
"Q1138382",60031682
"Q1154156",60032269
"Q1144476",60033773
"Q1139794",70028904
"Q1143361",70033913
"Q1129308",70041957
"Q1144222",70049394
"Q1130317",70053449
"Q1137844",70077158
"Q1138846",70086386
"Q1137543",70103916
"Q1137899",70108781
"Q1155354",70114576
"Q1153586",70115488
"Q1153505",70117308
"Q1132905",70131178
"Q1148491",70132574
"Q1138359",70143864
"Q1134677",70150432
"Q1156830",70170262
"Q1137359",70178616
"Q1130310",70189304
"Q1137236",70208248
"Q1144954",70279606
"Q20649274",80104648
"Q1137213",924442
"Q1171556",28366501
"Q1196911",60003874
"Q1170710",60004419
"Q1174069",60010276
"Q1198073",60010460
"Q1194613",60011202
"Q1197542",60011268
"Q1193051",60011342
"Q1197274",60011559
"Q1197729",60011754
"Q4291736",1191336
"Q19355",1192333
"Q1551916",580335
"Q419838",849387
"Q822057",873159
"Q1471849",1114702
"Q1208879",1181625
"Q1333654",1182488
"Q1854476",1153673
"Q23680123",80095815
"Q23647031",80107414
"Q2543165",521779
"Q1747227",556327
"Q23764326",80018352
"Q23755712",80039600
"Q23767815",80152434
"Q23821142",80163974
"Q23780457",80183188
"Q32011",824229
"Q744551",391252
"Q23893071",80104706
"Q23900116",80172284
"Q24034511",80075595
"Q24034591",80174441
"Q24053277",80187206
"Q24083604",80216651
"Q1557904",1050517
"Q270599",1181550
"Q387638",916061
"Q643263",948002
"Q998317",948326
"Q24238125",80201600
"Q24206207",80202129
"Q24278800",80023612
"Q24278869",80123741
"Q24259334",80152442
"Q3991050",70052606
"Q2089577",848028
"Q759339",266766
"Q498906",498716
"Q616812",70043424
"Q7759596",70143834
"Q1116550",731169
"Q24601819",80097360
"Q24597382",80119917
"Q24635061",80097468
"Q24635176",80098842
"Q24635346",80103430
"Q24648382",80106499
"Q2058071",954084
"Q24659878",80106308
"Q24685990",80126485
"Q24686370",80134807
"Q24704518",80195243
"Q1336035",551609
"Q24905187",70017824
"Q24905916",80105462
"Q24856052",80149102
"Q24940238",80131563
"Q25136245",80073867
"Q25136475",80135300
"Q627438",265137
"Q25303402",80171004
"Q1169273",604697
"Q25339940",80173524
"Q25339938",80175694
"Q638547",878844
"Q25493578",80132792
"Q26160413",80188660
"Q26203798",70289507
"Q2057161",1034195
"Q1092399",1050300
"Q644041",1054558
"Q1519553",1073263
"Q961829",1073326
"Q202548",1089727
"Q1060241",1097438
"Q465773",1100354
"Q1187189",1106981
"Q1779974",1116468
"Q1027680",1119493
"Q505148",1140798
"Q20475",1142559
"Q883213",1145170
"Q1059532",1153506
"Q60016",1180086
"Q1469084",1181705
"Q1098030",1191612
"Q26465665",80158764
"Q26720647",80144456
"Q26710873",80147990
"Q26720465",80148495
"Q26720927",80170277
"Q73536542",81033086
"Q26761678",80155475
"Q26812649",80046348
"Q2634025",70139383
"Q26833665",80047681
"Q26863965",80109089
"Q26834428",80160391
"Q1195642",60020657
"Q1170554",60020716
"Q1195550",60021478
"Q1194469",60022623
"Q1190796",60024001
"Q1192679",60025136
"Q1197370",60025649
"Q1194419",60026786
"Q1196815",60027624
"Q1179093",60027951
"Q1192545",60029656
"Q1173028",60030517
"Q1169717",60031244
"Q1163943",60031249
"Q1178292",60034846
"Q1193503",60036117
"Q1161624",70003679
"Q1165415",70014082
"Q1185105",70020569
"Q1197427",70020750
"Q1195467",70021190
"Q1192171",70027771
"Q1171541",70032595
"Q1196637",70036009
"Q1193475",70037164
"Q1191668",70040500
"Q1192655",70056837
"Q1169823",70060497
"Q1194810",70065108
"Q1169080",70070525
"Q1170354",70096576
"Q1196127",70098926
"Q1196656",70102591
"Q1189572",70104401
"Q1168378",70106485
"Q1168819",70108388
"Q1194465",70117226
"Q1167835",70117926
"Q1196712",70129025
"Q1193433",70137753
"Q1168095",70148762
"Q1169665",70175134
"Q1170347",70217915
"Q1189204",70264612
"Q1197861",70297473
"Q1192353",80156935
"Q1193961",81221363
"Q1194481",81221366
"Q1170168",899973
"Q1206261",21060973
"Q1219569",21236858
"Q1236347",451465
"Q1212066",60002235
"Q1198269",60004559
"Q1232912",60010015
"Q1230318",60010215
"Q1199222",60010601
"Q1214560",60010995
"Q1198767",60011076
"Q1198853",60011165
"Q1199280",60011224
"Q1198497",60011398
"Q1215150",60020211
"Q1214975",60020331
"Q1198750",60020333
"Q1215049",60020500
"Q1221378",60020963
"Q1199284",60021391
"Q1212912",60022327
"Q1211313",60023255
"Q1199648",60023257
"Q1200597",60027946
"Q1217678",60028139
"Q1198825",60028449
"Q1199536",60028716
"Q1215875",60034491
"Q1212662",60035680
"Q1219853",60035977
"Q1214358",60036880
"Q1214972",624473
"Q1199128",70005142
"Q1203742",70012877
"Q1219927",70019636
"Q1199248",70022378
"Q1201654",70023963
"Q1213584",70025023
"Q1211089",70026375
"Q1217870",70040203
"Q1218525",70045508
"Q1215551",70058369
"Q1208193",70059630
"Q1212105",70060240
"Q1211737",70060490
"Q1198613",70062183
"Q1213010",70062316
"Q1209161",70064277
"Q1218295",70068823
"Q1213280",70075675
"Q1209189",70079026
"Q1199820",70085456
"Q213411",60020683
"Q203334",60021714
"Q208108",60024942
"Q199839",60029689
"Q203845",60033091
"Q201215",60034064
"Q212218",60034347
"Q211525",70009364
"Q202016",70014425
"Q211366",70029888
"Q213208",70044885
"Q212041",70077544
"Q212775",70089029
"Q200096",70107406
"Q204228",70155590
"Q207627",70179969
"Q206576",70202136
"Q212731",70207411
"Q210111",70213510
"Q200091",70249941
"Q221594",1181488
"Q232108",496906
"Q217220",60002321
"Q223043",60010035
"Q229547",60010172
"Q216929",60020432
"Q220192",60021242
"Q217307",60022336
"Q213787",60022496
"Q218290",60023176
"Q229603",60027726
"Q214723",60028131
"Q221842",60028367
"Q221586",60031232
"Q221109",60033299
"Q232248",60036017
"Q385464",70013527
"Q219179",70043675
"Q216006",70050507
"Q223367",70052705
"Q219988",70059552
"Q225885",70062798
"Q227468",70066880
"Q219790",70085509
"Q228585",70103762
"Q215319",70134402
"Q232993",70134610
"Q217020",70141586
"Q229808",70208599
"Q233285",8187465
"Q218894",862771
"Q245815",17968229
"Q255891",60000471
"Q252529",60002699
"Q248392",60004274
"Q241925",60011642
"Q244767",60022026
"Q249235",70005184
"Q240535",70038947
"Q244398",70054920
"Q240478",70058722
"Q248562",70068653
"Q238245",70071602
"Q238597",70074020
"Q240713",70099790
"Q245641",70099793
"Q246418",70114403
"Q244257",70116681
"Q243983",70155535
"Q255028",81151849
"Q272064",60002470
"Q257839",60003747
"Q271006",60004450
"Q261403",60026991
"Q2106125",60028120
"Q257818",60028182
"Q257630",671744
"Q263034",70010943
"Q258800",70032057
"Q274887",70060005
"Q264577",70093899
"Q258795",70113491
"Q265965",70114359
"Q276343",70116686
"Q262487",70125914
"Q260821",70126871
"Q273686",70142819
"Q269810",70189282
"Q277157",70273612
"Q276990",80039394
"Q268308",81293399
"Q282199",28630876
"Q303391",60002054
"Q303477",60004236
"Q280276",60023951
"Q278328",60028580
"Q301077",60031280
"Q290312",60036890
"Q280400",70033005
"Q300983",70046350
"Q26964701",80022276
"Q26884073",80148223
"Q26963258",80161104
"Q27089570",80117498
"Q27037985",80136440
"Q27042070",80169546
"Q27149578",80041653
"Q27144861",80121970
"Q327604",484369
"Q27458304",80022613
"Q27442001",80141781
"Q27477697",81288436
"Q28842798",81288436
"Q1130644",626910
"Q517652",833873
"Q477630",835516
"Q27536845",80113144
"Q117315",856048
